# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
159 1580 0 0.0 0.0 0.0
160 1590 0 0.0 0.0 0.0
161 1600 0 0.0 0.0 0.0
162 1610 0 0.0 0.0 0.0
163 1620 0 0.0 0.0 0.0
164 1630 0 0.0 0.0 0.0
165 1640 0 0.0 0.0 0.0
166 1650 0 0.0 0.0 0.0
167 1660 0 0.0 0.0 0.0
168 1670 0 0.0 0.0 0.0
169 1680 0 0.0 0.0 0.0
170 1690 0 0.0 0.0 0.0
171 1700 0 0.0 0.0 0.0
172 1710 0 0.0 0.0 0.0
173 1720 0 0.0 0.0 0.0
174 1730 0 0.0 0.0 0.0
175 1740 0 0.0 0.0 0.0
176 1750 0 0.0 0.0 0.0
177 1760 0 0.0 0.0 0.0
178 1770 0 0.0 0.0 0.0
179 1780 0 0.0 0.0 0.0
180 1790 0 0.0 0.0 0.0
181 1800 0 0.0 0.0 0.0
182 1810 0 0.0 0.0 0.0
183 1820 0 0.0 0.0 0.0
184 1830 0 0.0 0.0 0.0
185 1840 0 0.0 0.0 0.0
186 1850 0 0.0 0.0 0.0
187 1860 0 0.0 0.0 0.0
188 1870 0 0.0 0.0 0.0
189 1880 0 0.0 0.0 0.0
190 1890 0 0.0 0.0 0.0
191 1900 0 0.0 0.0 0.0
192 1910 0 0.0 0.0 0.0
193 1920 0 0.0 0.0 0.0
194 1930 0 0.0 0.0 0.0
195 1940 0 0.0 0.0 0.0
196 1950 0 0.0 0.0 0.0
197 1960 0 0.0 0.0 0.0
198 1970 0 0.0 0.0 0.0
199 1980 0 0.0 0.0 0.0
200 1990 0 0.0 0.0 0.0
2000 200
1 0 201 0.000772629 0.000628505 0.000829434
2 10 200 0.000711463 0.000575923 0.000775263
3 20 199 0.000571668 0.000466077 0.000652299
4 30 198 0.000435427 0.000368717 0.000532835
5 40 197 0.000340132 0.000308931 0.000442924
6 50 196 0.000277164 0.000274949 0.000368002
7 60 195 0.000225546 0.000250567 0.000294289
8 70 194 0.000170006 0.000223684 0.000220893
9 80 193 0.000104552 0.000188177 0.000151519
10 90 192 3.70455e-05 0.000146399 9.37987e-05
11 100 191 -1.89507e-05 0.000109134 5.29916e-05
12 110 190 -5.01552e-05 7.72157e-05 2.96578e-05
13 120 189 -5.22257e-05 4.59307e-05 2.15829e-05
14 130 188 -3.58072e-05 1.58762e-05 2.05499e-05
15 140 187 -1.64653e-05 -8.70227e-06 9.82523e-06
16 150 186 -3.44171e-06 -2.94525e-05 -1.72359e-05
17 160 185 1.88862e-06 -5.54444e-05 -4.38293e-05
18 170 184 9.16268e-06 -9.48417e-05 -5.06459e-05
19 180 183 3.05951e-05 -0.000146201 -4.12448e-05
20 190 182 6.15258e-05 -0.000197074 -3.76197e-05
21 200 181 8.84337e-05 -0.000228378 -5.08912e-05
22 210 180 0.000106665 -0.000230912 -7.5912e-05
23 220 179 0.000115943 -0.000215585 -0.000106089
24 230 178 0.00011282 -0.000198336 -0.000140733
25 240 177 0.000100436 -0.000183316 -0.000179834
26 250 176 8.82594e-05 -0.000169417 -0.000219049
27 260 175 7.71754e-05 -0.000158 -0.000248353
28 270 174 5.9419e-05 -0.000145621 -0.000261481
29 280 173 3.03786e-05 -0.000125184 -0.000262877
30 290 172 -5.61746e-06 -0.000102436 -0.000259415
31 300 171 -3.6825e-05 -9.43679e-05 -0.000255588
32 310 170 -5.27293e-05 -0.000100605 -0.000253512
33 320 169 -5.47315e-05 -9.97007e-05 -0.000255758
34 330 168 -5.96692e-05 -8.13345e-05 -0.000260721
35 340 167 -8.32706e-05 -5.73401e-05 -0.000261406
36 350 166 -0.000124487 -3.64097e-05 -0.000251708
37 360 165 -0.000163092 -1.06014e-05 -0.000232575
38 370 164 -0.000178319 3.01126e-05 -0.00021255
39 380 163 -0.000171587 8.19093e-05 -0.000197355
40 390 162 -0.000160684 0.000128073 -0.000179582
41 400 161 -0.000161154 0.000152258 -0.000147382
42 410 160 -0.000172737 0.000150604 -0.000104967
43 420 159 -0.000183914 0.000136813 -6.86258e-05
44 430 158 -0.000186602 0.000131357 -4.58709e-05
45 440 157 -0.000179689 0.000139968 -2.87475e-05
46 450 156 -0.000160998 0.000153706 -7.07211e-06
47 460 155 -0.000128215 0.000162989 2.19442e-05
48 470 154 -8.83147e-05 0.000166382 5.97752e-05
49 480 153 -5.37993e-05 0.000167183 0.000110773
50 490 152 -3.23296e-05 0.000167049 0.0001746
51 500 151 -1.8872e-05 0.000162231 0.000242257
52 510 150 -9.97129e-07 0.000146286 0.000302876
53 520 149 2.85538e-05 0.000119559 0.000346777
54 530 148 6.02497e-05 9.38907e-05 0.000370074
55 540 147 7.4908e-05 7.72174e-05 0.000381001
56 550 146 6.35808e-05 6.07596e-05 0.000387829
57 560 145 3.01189e-05 3.13285e-05 0.000382857
58 570 144 -1.40468e-05 -1.05363e-05 0.000354954
59 580 143 -5.68103e-05 -5.09598e-05 0.00031531
60 590 142 -9.26973e-05 -7.86788e-05 0.000290481
61 600 141 -0.000122031 -9.36167e-05 0.000287807
62 610 140 -0.000143117 -0.000102457 0.000288828
63 620 139 -0.000154771 -0.000111506 0.000278541
64 630 138 -0.000166827 -0.000123394 0.000262162
65 640 137 -0.000191815 -0.000140194 0.000252993
66 650 136 -0.000226376 -0.000164185 0.000253208
67 660 135 -0.00025701 -0.00018918 0.000250764
68 670 134 -0.000277423 -0.000206771 0.000236648
69 680 133 -0.000290783 -0.000220086 0.000219499
70 690 132 -0.000297342 -0.000236233 0.000214334
71 700 131 -0.000283433 -0.000249976 0.000213206
72 710 130 -0.000234842 -0.000249301 0.000193417
73 720 129 -0.000161421 -0.000229487 0.000152593
74 730 128 -9.26279e-05 -0.00019731 0.000112272
75 740 127 -5.03877e-05 -0.000162141 8.3292e-05
76 750 126 -3.62579e-05 -0.000127521 5.41237e-05
77 760 125 -4.17728e-05 -8.80109e-05 9.37723e-06
78 770 124 -5.49024e-05 -4.13761e-05 -5.10843e-05
79 780 123 -5.96614e-05 1.37248e-06 -0.000108328
80 790 122 -5.3895e-05 3.20165e-05 -0.000145965
81 800 121 -5.37744e-05 4.74045e-05 -0.000165619
82 810 120 -7.8193e-05 4.88427e-05 -0.000180402
83 820 119 -0.000125877 4.38795e-05 -0.000192167
84 830 118 -0.000171439 3.84385e-05 -0.000194491
85 840 117 -0.000183864 3.40133e-05 -0.000194478
86 850 116 -0.000148637 2.7538e-05 -0.000208051
87 860 115 -8.30862e-05 2.07797e-05 -0.000233374
88 870 114 -2.45957e-05 2.37673e-05 -0.000251591
89 880 113 -1.57015e-06 5.00682e-05 -0.000254364
90 890 112 -1.04112e-05 9.7926e-05 -0.000250289
91 900 111 -1.90819e-05 0.000145697 -0.000249676
92 910 110 8.8511e-08 0.00016841 -0.000249651
93 920 109 4.88794e-05 0.000162119 -0.000241388
94 930 108 0.000115164 0.000147385 -0.000222403
95 940 107 0.000186097 0.000144678 -0.000198476
96 950 106 0.000248453 0.000154941 -0.000177926
97 960 105 0.000288132 0.000169155 -0.000160014
98 970 104 0.000298756 0.000179357 -0.000138538
99 980 103 0.000286604 0.000177847 -0.000115168
100 990 102 0.000265513 0.000156097 -9.83342e-05
101 1000 101 0.000253189 0.000118831 -8.39818e-05
102 1010 100 0.000252933 8.49161e-05 -5.63056e-05
103 1020 99 0.000246849 7.02155e-05 -1.77668e-05
104 1030 98 0.000216339 7.89128e-05 9.94667e-06
105 1040 97 0.000165501 0.000103294 2.54249e-05
106 1050 96 0.000120648 0.000126054 5.1148e-05
107 1060 95 9.80494e-05 0.000133056 9.16549e-05
108 1070 94 8.69579e-05 0.000117275 0.000119636
109 1080 93 6.96342e-05 7.56876e-05 0.000111539
110 1090 92 4.83067e-05 1.30079e-05 7.88252e-05
111 1100 91 4.03275e-05 -4.68715e-05 4.94867e-05
112 1110 90 5.63349e-05 -8.49352e-05 4.17602e-05
113 1120 89 9.57728e-05 -0.000105064 5.49783e-05
114 1130 88 0.000151654 -0.000121891 8.0258e-05
115 1140 87 0.000208145 -0.000146272 0.000114981
116 1150 86 0.000252321 -0.000177549 0.000167607
117 1160 85 0.000283273 -0.000199915 0.000244449
118 1170 84 0.000305329 -0.000205577 0.000329819
119 1180 83 0.000321736 -0.000206167 0.000402615
120 1190 82 0.000322666 -0.000208577 0.000460286
121 1200 81 0.000292547 -0.0002109 0.000506295
122 1210 80 0.000226503 -0.000216612 0.00052724
123 1220 79 0.000145029 -0.000227089 0.000512448
124 1230 78 7.90573e-05 -0.000241867 0.000478844
125 1240 77 4.38442e-05 -0.000257436 0.000452424
126 1250 76 3.44834e-05 -0.000271576 0.000434059
127 1260 75 3.11414e-05 -0.000279933 0.000395996
128 1270 74 2.16963e-05 -0.000266417 0.000318635
129 1280 73 6.25398e-06 -0.00023017 0.00021341
130 1290 72 -1.43648e-05 -0.00019161 0.000121024
131 1300 71 -4.49828e-05 -0.000169782 7.80009e-05
132 1310 70 -8.15821e-05 -0.000164724 8.21994e-05
133 1320 69 -0.000106533 -0.000159126 9.77279e-05
134 1330 68 -0.000104179 -0.000139624 9.23034e-05
135 1340 67 -7.44647e-05 -0.00010099 6.87502e-05
136 1350 66 -3.64756e-05 -4.6572e-05 5.77857e-05
137 1360 65 -1.41594e-05 1.37183e-05 8.21131e-05
138 1370 64 -1.8041e-05 5.97955e-05 0.00012859
139 1380 63 -3.98336e-05 6.91501e-05 0.000163993
140 1390 62 -5.61736e-05 4.06109e-05 0.000159539
141 1400 61 -4.46721e-05 -1.27546e-06 0.00010006
142 1410 60 -5.252e-06 -2.87013e-05 -7.22328e-06
143 1420 59 4.00564e-05 -2.88196e-05 -0.000123055
144 1430 58 7.32135e-05 -1.30722e-05 -0.000194156
145 1440 57 9.41047e-05 -4.466e-06 -0.000197602
146 1450 56 0.000115538 -8.55676e-06 -0.00016347
147 1460 55 0.000147465 -1.91309e-05 -0.000141538
148 1470 54 0.000188859 -4.34741e-05 -0.000155011
149 1480 53 0.000234104 -8.74937e-05 -0.000190351
150 1490 52 0.000279976 -0.000129289 -0.00022279
151 1500 51 0.000325708 -0.000139858 -0.000243067
152 1510 50 0.000358049 -0.000122687 -0.000263472
153 1520 49 0.000360568 -0.000102782 -0.00030165
154 1530 48 0.000327269 -8.9735e-05 -0.000348409
155 1540 47 0.000260501 -9.05091e-05 -0.000376189
156 1550 46 0.000174321 -0.000113295 -0.0003767
157 1560 45 8.3528e-05 -0.000141842 -0.000357692
158 1570 44 -8.15044e-06 -0.000135642 -0.000314482
159 1580 43 -9.3069e-05 -9.10698e-05 -0.000246912
160 1590 42 -0.000147516 -5.83675e-05 -0.000185257
161 1600 41 -0.000169023 -7.19747e-05 -0.000157888
162 1610 40 -0.000182934 -0.000109969 -0.000165826
163 1620 39 -0.000213215 -0.000145122 -0.000200965
164 1630 38 -0.000255549 -0.0001782 -0.000264869
165 1640 37 -0.000283096 -0.000212697 -0.000348515
166 1650 36 -0.000276817 -0.000232388 -0.00041028
167 1660 35 -0.000232391 -0.000233902 -0.000403338
168 1670 34 -0.000157496 -0.000226704 -0.000320479
169 1680 33 -5.46525e-05 -0.000208603 -0.000201476
170 1690 32 5.84196e-05 -0.000185028 -0.000102393
171 1700 31 0.000142815 -0.000177163 -5.55852e-05
172 1710 30 0.00018995 -0.000186593 -2.34952e-05
173 1720 29 0.000225636 -0.00018721 6.34092e-05
174 1730 28 0.000277264 -0.000173768 0.000212949
175 1740 27 0.000349502 -0.000136515 0.000374124
176 1750 26 0.000414874 -4.48097e-05 0.000504659
177 1760 25 0.000413725 7.64278e-05 0.000609298
178 1770 24 0.000317112 0.000147484 0.000685115
179 1780 23 0.000173952 0.000141787 0.000716403
180 1790 22 5.95718e-05 0.000127933 0.000708965
181 1800 21 1.31133e-05 0.000177963 0.000691646
182 1810 20 2.58012e-05 0.0002864 0.000679707
183 1820 19 4.913e-05 0.00040948 0.000643608
184 1830 18 2.34892e-05 0.000519566 0.000527686
185 1840 17 -7.65172e-05 0.000582731 0.00032487
186 1850 16 -0.000215221 0.000572366 0.000109517
187 1860 15 -0.00032183 0.00055897 -4.94885e-05
188 1870 14 -0.000326205 0.000636625 -0.000125681
189 1880 13 -0.000214912 0.000765036 -0.000123849
190 1890 12 -5.24662e-05 0.000810496 -4.76848e-05
191 1900 11 7.64961e-05 0.000763161 7.64401e-05
192 1910 10 0.000133143 0.000730365 0.000191755
193 1920 9 0.000124136 0.000715509 0.000235262
194 1930 8 0.000109895 0.000636506 0.000181383
195 1940 7 0.000149326 0.000576859 7.34929e-05
196 1950 6 0.000163074 0.000515402 -1.91157e-05
197 1960 5 0.00011261 0.000435296 -9.61291e-06
198 1970 4 -1.69891e-06 0.000340331 6.36573e-05
199 1980 3 -0.000123594 0.000336343 9.09812e-05
200 1990 2 -0.000201559 0.000489382 -8.99063e-06
4000 200
1 0 401 0.000718732 0.000555341 0.000722243
2 10 400 0.000661285 0.000511794 0.000672966
3 20 399 0.000533916 0.000419618 0.000562089
4 30 398 0.000414693 0.000339773 0.000456107
5 40 397 0.000332609 0.000290888 0.000379833
6 50 396 0.000273256 0.000256773 0.000320864
7 60 395 0.00022004 0.000222838 0.000265948
8 70 394 0.000168353 0.000189209 0.000213055
9 80 393 0.000118604 0.000160764 0.000163084
10 90 392 7.40085e-05 0.000136376 0.000117162
11 100 391 3.88736e-05 0.000111096 7.66296e-05
12 110 390 1.87532e-05 7.93354e-05 4.20621e-05
13 120 389 1.68718e-05 4.38668e-05 1.28049e-05
14 130 388 2.74221e-05 1.41242e-05 -1.18285e-05
15 140 387 3.57232e-05 -4.42002e-06 -3.40864e-05
16 150 386 2.8443e-05 -1.6475e-05 -5.41464e-05
17 160 385 6.02621e-06 -3.18428e-05 -6.59287e-05
18 170 384 -1.39115e-05 -5.69491e-05 -6.47305e-05
19 180 383 -1.32565e-05 -8.85603e-05 -5.5741e-05
20 190 382 7.35941e-06 -0.000114428 -4.97806e-05
21 200 381 3.33803e-05 -0.000123569 -5.31507e-05
22 210 380 5.28609e-05 -0.000116638 -6.43121e-05
23 220 379 6.03204e-05 -0.0001038 -7.77869e-05
24 230 378 5.5911e-05 -9.39475e-05 -9.01707e-05
25 240 377 4.91718e-05 -8.9533e-05 -0.000101698
26 250 376 5.08167e-05 -9.06611e-05 -0.000111064
27 260 375 5.80373e-05 -9.53426e-05 -0.000112246
28 270 374 5.86111e-05 -9.76549e-05 -0.000102597
29 280 373 4.6987e-05 -9.13422e-05 -8.95864e-05
30 290 372 2.99767e-05 -8.03635e-05 -8.17059e-05
31 300 371 1.90515e-05 -7.39317e-05 -7.88555e-05
32 310 370 2.23697e-05 -7.09795e-05 -7.70792e-05
33 320 369 3.96912e-05 -6.31716e-05 -7.76844e-05
34 330 368 6.2865e-05 -5.31301e-05 -8.35451e-05
35 340 367 8.24986e-05 -5.22345e-05 -9.03524e-05
36 350 366 9.13185e-05 -6.03714e-05 -9.03049e-05
37 360 365 8.78979e-05 -6.20024e-05 -8.41286e-05
38 370 364 8.01544e-05 -4.49596e-05 -8.1946e-05
39 380 363 7.57706e-05 -1.48453e-05 -9.08658e-05
40 390 362 7.06052e-05 1.1931e-05 -0.000105135
41 400 361 5.35555e-05 2.50066e-05 -0.000111096
42 410 360 2.32769e-05 2.5832e-05 -0.000102253
43 420 359 -9.53826e-06 2.36458e-05 -8.67422e-05
44 430 358 -3.43526e-05 2.59729e-05 -7.72751e-05
45 440 357 -4.68334e-05 2.95127e-05 -7.638e-05
46 450 356 -4.73429e-05 2.78646e-05 -7.60294e-05
47 460 355 -3.92427e-05 2.00655e-05 -6.73644e-05
48 470 354 -2.66881e-05 1.10673e-05 -4.82877e-05
49 480 353 -1.34479e-05 6.18316e-06 -2.29941e-05
50 490 352 -5.24744e-06 5.09333e-06 4.84207e-06
51 500 351 -5.63722e-06 2.94576e-06 3.5205e-05
52 510 350 -1.09713e-05 -2.49856e-06 6.71464e-05
53 520 349 -1.35337e-05 -6.77792e-06 9.47166e-05
54 530 348 -1.1017e-05 -3.42827e-06 0.000113934
55 540 347 -9.1091e-06 5.12533e-06 0.000130153
56 550 346 -1.31615e-05 8.17339e-06 0.000149139
57 560 345 -2.03324e-05 -4.93432e-07 0.000163572
58 570 344 -2.2108e-05 -1.60703e-05 0.000161733
59 580 343 -1.45045e-05 -2.91874e-05 0.000146687
60 590 342 -4.55671e-06 -3.61626e-05 0.000133883
61 600 341 -2.8584e-06 -4.06061e-05 0.000132874
62 610 340 -1.38805e-05 -4.60159e-05 0.000141161
63 620 339 -3.24194e-05 -5.08934e-05 0.000152789
64 630 338 -4.90088e-05 -5.2383e-05 0.000164618
65 640 337 -5.72809e-05 -5.26727e-05 0.00017608
66 650 336 -5.53256e-05 -5.78479e-05 0.000186152
67 660 335 -4.6795e-05 -7.01947e-05 0.000191523
68 670 334 -3.88623e-05 -8.61054e-05 0.000190052
69 680 333 -3.44e-05 -0.00010036 0.000186263
70 690 332 -2.44628e-05 -0.000111431 0.00018568
71 700 331 6.5943e-06 -0.000118789 0.000183152
72 710 330 6.10371e-05 -0.00011813 0.000166771
73 720 329 0.000117963 -0.000106267 0.000137114
74 730 328 0.00015407 -8.66893e-05 0.000111442
75 740 327 0.000162764 -6.69576e-05 0.000100359
76 750 326 0.000146852 -5.15146e-05 9.35044e-05
77 760 325 0.000109806 -3.83099e-05 7.46146e-05
78 770 324 6.21274e-05 -2.17061e-05 4.13521e-05
79 780 323 2.36475e-05 1.26125e-06 5.68465e-06
80 790 322 5.5246e-06 2.4682e-05 -2.22768e-05
81 800 321 -5.06179e-06 3.90549e-05 -4.41464e-05
82 810 320 -3.1771e-05 4.52314e-05 -6.31227e-05
83 820 319 -8.10741e-05 5.24114e-05 -7.26681e-05
84 830 318 -0.000132442 6.38179e-05 -6.758e-05
85 840 317 -0.000157681 7.48687e-05 -5.69412e-05
86 850 316 -0.000145289 8.23876e-05 -5.40571e-05
87 860 315 -0.000107543 8.81588e-05 -6.01896e-05
88 870 314 -6.89536e-05 9.51828e-05 -6.83616e-05
89 880 313 -4.9505e-05 0.000103986 -7.74723e-05
90 890 312 -5.08279e-05 0.000110221 -8.93745e-05
91 900 311 -5.68394e-05 0.000107717 -9.98606e-05
92 910 310 -4.68784e-05 9.40039e-05 -0.000103152
93 920 309 -9.75442e-06 7.58898e-05 -0.000101521
94 930 308 4.60418e-05 6.32457e-05 -0.000102204
95 940 307 9.85347e-05 5.97641e-05 -0.000107742
96 950 306 0.000129855 6.30802e-05 -0.000115083
97 960 305 0.000137431 6.90237e-05 -0.000118448
98 970 304 0.000130699 7.2005e-05 -0.000113222
99 980 303 0.000120092 6.74032e-05 -0.000102381
100 990 302 0.000109856 5.53376e-05 -9.67009e-05
101 1000 301 0.000100637 4.2545e-05 -0.000101805
102 1010 300 9.26214e-05 3.74629e-05 -0.000111536
103 1020 299 8.43271e-05 4.2422e-05 -0.000117969
104 1030 298 7.05714e-05 5.35081e-05 -0.000119682
105 1040 297 4.86536e-05 6.68886e-05 -0.000116887
106 1050 296 2.82481e-05 8.01613e-05 -0.000105983
107 1060 295 2.43125e-05 9.0991e-05 -8.68505e-05
108 1070 294 3.71688e-05 9.60034e-05 -7.13613e-05
109 1080 293 4.97693e-05 9.14402e-05 -7.34407e-05
110 1090 292 4.69967e-05 7.78826e-05 -8.97488e-05
111 1100 291 2.84553e-05 6.42801e-05 -9.96903e-05
112 1110 290 5.63664e-06 5.99335e-05 -8.70461e-05
113 1120 289 -5.29037e-06 6.20283e-05 -5.80443e-05
114 1130 288 4.78718e-06 5.56483e-05 -3.12643e-05
115 1140 287 2.61409e-05 2.99985e-05 -1.43498e-05
116 1150 286 3.69272e-05 -7.89409e-06 1.49251e-06
117 1160 285 2.61166e-05 -3.95058e-05 2.73693e-05
118 1170 284 3.70356e-06 -5.70251e-05 6.28808e-05
119 1180 283 -1.43232e-05 -6.67965e-05 9.96011e-05
120 1190 282 -2.59076e-05 -7.66833e-05 0.000129749
121 1200 281 -4.01145e-05 -9.14999e-05 0.000149121
122 1210 280 -6.01111e-05 -0.000111682 0.000157421
123 1220 279 -7.74095e-05 -0.000134272 0.000157878
124 1230 278 -8.29614e-05 -0.000158517 0.000154959
125 1240 277 -7.57495e-05 -0.000183399 0.000152445
126 1250 276 -5.93032e-05 -0.00020309 0.000150139
127 1260 275 -3.75187e-05 -0.000209507 0.000139161
128 1270 274 -1.32666e-05 -0.000199854 0.000108517
129 1280 273 1.26961e-05 -0.000180902 5.99845e-05
130 1290 272 4.1484e-05 -0.000163977 1.35174e-05
131 1300 271 6.80174e-05 -0.000156936 -1.17213e-05
132 1310 270 8.46635e-05 -0.000158072 -1.66827e-05
133 1320 269 9.38126e-05 -0.000157368 -1.52076e-05
134 1330 268 0.000104438 -0.000146406 -1.55971e-05
135 1340 267 0.000117613 -0.000123543 -1.5888e-05
136 1350 266 0.000124944 -9.40511e-05 -1.14051e-05
137 1360 265 0.000121455 -6.79128e-05 -1.51785e-06
138 1370 264 0.000112117 -5.39123e-05 1.11766e-05
139 1380 263 0.000102938 -5.3697e-05 2.68748e-05
140 1390 262 9.40568e-05 -6.38617e-05 4.40132e-05
141 1400 261 8.28615e-05 -7.85642e-05 5.3648e-05
142 1410 260 6.99686e-05 -8.81705e-05 4.73159e-05
143 1420 259 5.72853e-05 -8.18442e-05 2.96871e-05
144 1430 258 4.49592e-05 -5.98092e-05 1.51974e-05
145 1440 257 3.69996e-05 -3.20536e-05 9.7227e-06
146 1450 256 4.13326e-05 -7.04259e-06 2.08323e-06
147 1460 255 5.5561e-05 9.86693e-06 -1.97511e-05
148 1470 254 6.59678e-05 1.29436e-05 -5.11606e-05
149 1480 253 6.43705e-05 3.09334e-06 -7.68251e-05
