# Time-correlated data for fix 2
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
146 1450 0 0.0 0.0 0.0
147 1460 0 0.0 0.0 0.0
148 1470 0 0.0 0.0 0.0
149 1480 0 0.0 0.0 0.0
150 1490 0 0.0 0.0 0.0
151 1500 0 0.0 0.0 0.0
152 1510 0 0.0 0.0 0.0
153 1520 0 0.0 0.0 0.0
154 1530 0 0.0 0.0 0.0
155 1540 0 0.0 0.0 0.0
156 1550 0 0.0 0.0 0.0
157 1560 0 0.0 0.0 0.0
158 1570 0 0.0 0.0 0.0
159 1580 0 0.0 0.0 0.0
160 1590 0 0.0 0.0 0.0
161 1600 0 0.0 0.0 0.0
162 1610 0 0.0 0.0 0.0
163 1620 0 0.0 0.0 0.0
164 1630 0 0.0 0.0 0.0
165 1640 0 0.0 0.0 0.0
166 1650 0 0.0 0.0 0.0
167 1660 0 0.0 0.0 0.0
168 1670 0 0.0 0.0 0.0
169 1680 0 0.0 0.0 0.0
170 1690 0 0.0 0.0 0.0
171 1700 0 0.0 0.0 0.0
172 1710 0 0.0 0.0 0.0
173 1720 0 0.0 0.0 0.0
174 1730 0 0.0 0.0 0.0
175 1740 0 0.0 0.0 0.0
176 1750 0 0.0 0.0 0.0
177 1760 0 0.0 0.0 0.0
178 1770 0 0.0 0.0 0.0
179 1780 0 0.0 0.0 0.0
180 1790 0 0.0 0.0 0.0
181 1800 0 0.0 0.0 0.0
182 1810 0 0.0 0.0 0.0
183 1820 0 0.0 0.0 0.0
184 1830 0 0.0 0.0 0.0
185 1840 0 0.0 0.0 0.0
186 1850 0 0.0 0.0 0.0
187 1860 0 0.0 0.0 0.0
188 1870 0 0.0 0.0 0.0
189 1880 0 0.0 0.0 0.0
190 1890 0 0.0 0.0 0.0
191 1900 0 0.0 0.0 0.0
192 1910 0 0.0 0.0 0.0
193 1920 0 0.0 0.0 0.0
194 1930 0 0.0 0.0 0.0
195 1940 0 0.0 0.0 0.0
196 1950 0 0.0 0.0 0.0
197 1960 0 0.0 0.0 0.0
198 1970 0 0.0 0.0 0.0
199 1980 0 0.0 0.0 0.0
200 1990 0 0.0 0.0 0.0
2000 200
1 0 201 0.00192895 0.00259591 0.00309856
2 10 200 0.00180591 0.00244153 0.00291584
3 20 199 0.0015516 0.00209453 0.00255459
4 30 198 0.00135547 0.00174486 0.00229266
5 40 197 0.00127363 0.00144275 0.00221267
6 50 196 0.00122952 0.00115299 0.00218528
7 60 195 0.00114434 0.000872709 0.00206752
8 70 194 0.00101507 0.000624127 0.00186231
9 80 193 0.000889196 0.000415313 0.00168305
10 90 192 0.000806513 0.000245286 0.00160085
11 100 191 0.000760143 0.000123553 0.00157238
12 110 190 0.000698118 5.348e-05 0.00150549
13 120 189 0.000581919 1.6709e-05 0.00135955
14 130 188 0.000435778 7.72736e-06 0.00117107
15 140 187 0.000309623 2.99916e-05 0.00100311
16 150 186 0.000223123 4.96235e-05 0.000887295
17 160 185 0.000159403 1.83898e-05 0.000809696
18 170 184 9.40154e-05 -5.14518e-05 0.000757087
19 180 183 2.45369e-05 -0.000100134 0.000739791
20 190 182 -3.66434e-05 -0.000103348 0.000749142
21 200 181 -7.95379e-05 -9.34206e-05 0.000744013
22 210 180 -9.50594e-05 -0.000103557 0.000685076
23 220 179 -8.72064e-05 -0.000141779 0.000581177
24 230 178 -8.01167e-05 -0.00019354 0.000485554
25 240 177 -9.96143e-05 -0.000234185 0.00043158
26 250 176 -0.00013927 -0.000259003 0.000401828
27 260 175 -0.000161416 -0.000301192 0.000349311
28 270 174 -0.000141646 -0.000383838 0.000263176
29 280 173 -0.000102607 -0.000464449 0.00019548
30 290 172 -8.50707e-05 -0.000479369 0.000187696
31 300 171 -9.97086e-05 -0.000440805 0.000215725
32 310 170 -0.000118232 -0.00040882 0.000214564
33 320 169 -0.00010465 -0.000401325 0.000154712
34 330 168 -4.42724e-05 -0.00038677 8.33216e-05
35 340 167 4.69168e-05 -0.000344354 5.79428e-05
36 350 166 0.000125473 -0.000288732 7.41801e-05
37 360 165 0.000158884 -0.00024271 0.000100765
38 370 164 0.000166492 -0.000207082 0.000126812
39 380 163 0.000209004 -0.000164453 0.000156274
40 390 162 0.000324599 -0.000103115 0.000186612
41 400 161 0.000488362 -2.97213e-05 0.000210976
42 410 160 0.000638611 3.84346e-05 0.000227341
43 420 159 0.000730174 8.90388e-05 0.000239834
44 430 158 0.000767084 0.000129982 0.000250545
45 440 157 0.000787873 0.000180527 0.000252962
46 450 156 0.000818371 0.00022716 0.000245718
47 460 155 0.000845929 0.00023218 0.000238488
48 470 154 0.000842644 0.00019362 0.000235956
49 480 153 0.000803446 0.000144948 0.000249601
50 490 152 0.000751263 0.000112911 0.000298353
51 500 151 0.000723439 0.000112677 0.000369127
52 510 150 0.0007397 0.000139322 0.000410716
53 520 149 0.000773381 0.000157695 0.000380427
54 530 148 0.000769318 0.000140898 0.00029127
55 540 147 0.000701001 9.86174e-05 0.000213449
56 550 146 0.000603761 5.04885e-05 0.000200399
57 560 145 0.000537049 -1.42364e-05 0.000237154
58 570 144 0.000524772 -0.000116826 0.000282724
59 580 143 0.00051623 -0.00024597 0.000324709
60 590 142 0.000438506 -0.000358029 0.000376216
61 600 141 0.000302303 -0.000424741 0.000450461
62 610 140 0.000196456 -0.000454463 0.000544186
63 620 139 0.000177695 -0.000456063 0.000647204
64 630 138 0.000211393 -0.000411572 0.000728165
65 640 137 0.000212648 -0.000316657 0.000743822
66 650 136 0.000143449 -0.000205117 0.00067362
67 660 135 4.5296e-05 -9.82074e-05 0.000562218
68 670 134 -1.62734e-05 8.59507e-06 0.000503082
69 680 133 -2.73894e-05 0.000107256 0.000537622
70 690 132 -3.2486e-05 0.000178132 0.000582745
71 700 131 -7.11842e-05 0.000212632 0.00052658
72 710 130 -0.000131347 0.000202633 0.000357917
73 720 129 -0.000169258 0.000123994 0.000196311
74 730 128 -0.000169393 -2.97845e-05 0.000136028
75 740 127 -0.000136952 -0.000210264 0.000140268
76 750 126 -8.57385e-05 -0.000367189 0.000100756
77 760 125 -4.55291e-05 -0.000516545 -2.42356e-05
78 770 124 -4.00806e-05 -0.00068987 -0.000174492
79 780 123 -6.33085e-05 -0.00085656 -0.000267349
80 790 122 -8.42217e-05 -0.000955681 -0.000284502
81 800 121 -6.93382e-05 -0.000966065 -0.00027291
82 810 120 -7.48757e-06 -0.000919332 -0.000294908
83 820 119 8.2123e-05 -0.000850107 -0.000378882
84 830 118 0.000168867 -0.000765184 -0.000499748
85 840 117 0.000230984 -0.000664736 -0.000606914
86 850 116 0.000277779 -0.00055949 -0.00066221
87 860 115 0.000332503 -0.000458877 -0.000678284
88 870 114 0.000386226 -0.000378113 -0.000721149
89 880 113 0.000411516 -0.000331839 -0.00082367
90 890 112 0.000407905 -0.000302992 -0.00093432
91 900 111 0.000397123 -0.000250103 -0.000996227
92 910 110 0.00040347 -0.000166058 -0.00101269
93 920 109 0.00043385 -7.45639e-05 -0.00103406
94 930 108 0.000471685 1.709e-05 -0.00108581
95 940 107 0.000486207 0.000129619 -0.00113227
96 950 106 0.000463399 0.000274149 -0.00112413
97 960 105 0.000430247 0.000419661 -0.00104743
98 970 104 0.00043427 0.000518902 -0.000927823
99 980 103 0.00049157 0.000558288 -0.000821406
100 990 102 0.000561169 0.00055623 -0.000770098
101 1000 101 0.000572981 0.000536021 -0.000759991
102 1010 100 0.00049882 0.000508922 -0.000730117
103 1020 99 0.000386211 0.000459333 -0.000628332
104 1030 98 0.000307895 0.000374115 -0.000487263
105 1040 97 0.000279102 0.000287132 -0.000400032
106 1050 96 0.000253294 0.000255529 -0.000402448
107 1060 95 0.000197972 0.000307294 -0.000436411
108 1070 94 0.000135849 0.000408021 -0.000421949
109 1080 93 0.000114598 0.000490253 -0.00032355
110 1090 92 0.000138003 0.000532356 -0.000191578
111 1100 91 0.000150013 0.000574399 -0.000117012
112 1110 90 0.00010159 0.000641589 -0.000120545
113 1120 89 1.07341e-05 0.000694842 -0.000146085
114 1130 88 -6.39323e-05 0.000689572 -0.000156868
115 1140 87 -0.000102935 0.000651462 -0.000170493
116 1150 86 -0.000118956 0.000644982 -0.000202319
117 1160 85 -0.000114942 0.000671501 -0.000241969
118 1170 84 -8.43611e-05 0.000691684 -0.000288623
119 1180 83 -3.09888e-05 0.000701697 -0.000344197
120 1190 82 2.76952e-05 0.00071165 -0.000429252
121 1200 81 8.92898e-05 0.000682676 -0.000546385
122 1210 80 0.000142151 0.000576942 -0.000653176
123 1220 79 0.000157343 0.000404691 -0.000688667
124 1230 78 0.000138616 0.000196462 -0.000649776
125 1240 77 0.000135484 -1.17141e-05 -0.000617997
126 1250 76 0.000183135 -0.000166505 -0.000695078
127 1260 75 0.000250525 -0.000225874 -0.000867638
128 1270 74 0.000300406 -0.000195637 -0.00100218
129 1280 73 0.000321282 -0.000138251 -0.000998308
130 1290 72 0.000306747 -0.000106505 -0.000914087
131 1300 71 0.000269749 -7.59281e-05 -0.000917299
132 1310 70 0.000254278 7.08196e-06 -0.00108604
133 1320 69 0.000281075 0.000151945 -0.00129307
134 1330 68 0.000316122 0.000335047 -0.00139253
135 1340 67 0.000309314 0.000526832 -0.00140922
136 1350 66 0.00024838 0.000712419 -0.00151186
137 1360 65 0.000173634 0.000881248 -0.00176211
138 1370 64 9.95438e-05 0.000996881 -0.00203719
139 1380 63 1.19036e-05 0.00102533 -0.00221778
140 1390 62 -7.52037e-05 0.000993618 -0.00233569
141 1400 61 -0.000137484 0.000965161 -0.00250999
142 1410 60 -0.000171367 0.000964585 -0.00276184
143 1420 59 -0.000211006 0.000943954 -0.00296049
144 1430 58 -0.000274892 0.000839286 -0.00296783
145 1440 57 -0.000333698 0.000641002 -0.00284663
146 1450 56 -0.000375851 0.000378491 -0.00280586
147 1460 55 -0.000419314 8.39006e-05 -0.00292968
148 1470 54 -0.000464674 -0.00021081 -0.00306694
149 1480 53 -0.000521411 -0.000463687 -0.0030518
150 1490 52 -0.000612365 -0.000651959 -0.0029223
151 1500 51 -0.000731741 -0.000778927 -0.00285131
152 1510 50 -0.000835035 -0.00085829 -0.00294549
153 1520 49 -0.000881077 -0.000890979 -0.00309825
154 1530 48 -0.00088575 -0.000886315 -0.00308955
155 1540 47 -0.000916519 -0.00085558 -0.0028608
156 1550 46 -0.00101331 -0.000803865 -0.00260372
157 1560 45 -0.00112555 -0.0007542 -0.00253827
158 1570 44 -0.00118091 -0.000711325 -0.00268639
159 1580 43 -0.00116587 -0.000638955 -0.00286117
160 1590 42 -0.00113985 -0.000519424 -0.00285767
161 1600 41 -0.00114102 -0.000381336 -0.002708
162 1610 40 -0.00111657 -0.00024348 -0.00266704
163 1620 39 -0.00100576 -0.000103445 -0.00284795
164 1630 38 -0.000836419 3.05097e-05 -0.00306559
165 1640 37 -0.000700266 0.000118453 -0.00311163
166 1650 36 -0.000638376 0.000148303 -0.00299435
167 1660 35 -0.000599291 0.000193594 -0.00285625
168 1670 34 -0.000505245 0.000295278 -0.00278844
169 1680 33 -0.000360127 0.000374166 -0.00276977
170 1690 32 -0.000246431 0.000373541 -0.00273989
171 1700 31 -0.000192419 0.00035576 -0.00263958
172 1710 30 -0.000140985 0.000365139 -0.00244096
173 1720 29 -4.19767e-05 0.000343588 -0.00217711
174 1730 28 8.36523e-05 0.00026487 -0.00193895
175 1740 27 0.000165655 0.000217829 -0.00176923
176 1750 26 0.00020447 0.000267562 -0.00168337
177 1760 25 0.00024702 0.00034742 -0.00163491
178 1770 24 0.000313439 0.000307469 -0.00158562
179 1780 23 0.000364743 0.000132225 -0.00145181
180 1790 22 0.000355991 -5.14897e-05 -0.00115885
181 1800 21 0.000290164 -0.00014873 -0.00085103
182 1810 20 0.00022469 -0.000165388 -0.000744287
183 1820 19 0.000227056 -0.000150734 -0.000827222
184 1830 18 0.000307279 -0.000147567 -0.0009417
185 1840 17 0.000380658 -0.000180949 -0.000970607
186 1850 16 0.000382501 -0.000322958 -0.000915594
187 1860 15 0.000337671 -0.000572956 -0.000927422
188 1870 14 0.000221499 -0.000786648 -0.00116359
189 1880 13 3.63729e-05 -0.000813692 -0.00159269
190 1890 12 -9.9844e-05 -0.00070845 -0.00199488
191 1900 11 -3.82074e-05 -0.000627168 -0.00221166
192 1910 10 0.000212406 -0.00061147 -0.00218887
193 1920 9 0.000459928 -0.00063318 -0.00199595
194 1930 8 0.000632429 -0.000759298 -0.00184315
195 1940 7 0.000788882 -0.000986171 -0.00179751
196 1950 6 0.000903094 -0.00115896 -0.00178074
197 1960 5 0.000921833 -0.00108546 -0.00175099
198 1970 4 0.00085699 -0.000816223 -0.00171838
199 1980 3 0.000701809 -0.00078441 -0.00165417
200 1990 2 0.000517004 -0.00119857 -0.00130299
4000 200
1 0 401 0.00241016 0.00247797 0.00338408
2 10 400 0.00227496 0.00232963 0.00320877
3 20 399 0.00199315 0.00199443 0.0028538
4 30 398 0.0017589 0.00166277 0.00257784
5 40 397 0.00163539 0.00139754 0.0024462
6 50 396 0.00155911 0.00116511 0.00234692
7 60 395 0.00145577 0.000947256 0.00218056
8 70 394 0.00131217 0.000760563 0.00196415
9 80 393 0.0011637 0.000613122 0.0017752
10 90 392 0.00104824 0.000487414 0.00164798
11 100 391 0.000970947 0.000368488 0.00155043
12 110 390 0.000902966 0.000261098 0.00143258
13 120 389 0.000817687 0.000176416 0.00127093
14 130 388 0.000723387 0.000122169 0.00108399
15 140 387 0.00064081 9.73389e-05 0.00092048
16 150 386 0.000569111 8.0897e-05 0.00081191
17 160 385 0.000496319 4.58089e-05 0.000739327
18 170 384 0.000426265 -8.26913e-06 0.000677801
19 180 383 0.000370189 -6.06007e-05 0.000640498
20 190 382 0.000320389 -0.000102108 0.000642747
21 200 381 0.000259573 -0.000142096 0.000661615
22 210 380 0.000192546 -0.000188305 0.000654357
23 220 379 0.000142046 -0.000236159 0.000614353
24 230 378 0.000119784 -0.000274728 0.000579054
25 240 377 0.000113555 -0.000292458 0.000568027
26 250 376 0.000108784 -0.000289692 0.000558731
27 260 375 0.000110722 -0.000286794 0.000521262
28 270 374 0.000129985 -0.000292967 0.000457644
29 280 373 0.000159574 -0.000281121 0.000403568
30 290 372 0.000178586 -0.000227744 0.00038663
31 300 371 0.000180091 -0.000162363 0.00039661
32 310 370 0.000190178 -0.000136212 0.000390845
33 320 369 0.000232969 -0.000153177 0.000340263
34 330 368 0.00029411 -0.000167259 0.000277154
35 340 367 0.000338462 -0.000144714 0.000251527
36 350 366 0.000341403 -9.33865e-05 0.000251975
37 360 365 0.000307443 -3.09654e-05 0.000226123
38 370 364 0.000273548 3.91035e-05 0.000162992
39 380 363 0.000282583 0.000112922 0.000110692
40 390 362 0.00033852 0.000178199 0.000106043
41 400 361 0.000401645 0.000226589 0.000125523
42 410 360 0.000429039 0.000259945 0.000126111
43 420 359 0.000410488 0.000283902 0.000108772
44 430 358 0.000374217 0.000305892 0.000109052
45 440 357 0.000356942 0.000332987 0.000131164
46 450 356 0.000372264 0.00036204 0.000141173
47 460 355 0.000410736 0.000386007 0.000121956
48 470 354 0.000449137 0.00040761 8.7568e-05
49 480 353 0.000465432 0.000431752 5.84583e-05
50 490 352 0.000459506 0.000463081 5.09842e-05
51 500 351 0.000457422 0.000512797 7.23042e-05
52 510 350 0.000483956 0.000571647 0.0001039
53 520 349 0.000530617 0.000595725 0.000101926
54 530 348 0.000562793 0.0005506 4.49665e-05
55 540 347 0.000552627 0.000452586 -2.12531e-05
56 550 346 0.000508233 0.000349045 -3.82383e-05
57 560 345 0.000466375 0.000261082 -1.87907e-05
58 570 344 0.000459492 0.000170639 -2.29479e-05
59 580 343 0.000482253 6.25192e-05 -6.67663e-05
60 590 342 0.000493221 -4.51147e-05 -0.000107473
61 600 341 0.000467506 -0.000123187 -0.000109791
62 610 340 0.000430419 -0.000167808 -8.63652e-05
63 620 339 0.000418103 -0.000191581 -6.45609e-05
64 630 338 0.000430309 -0.000191936 -6.02228e-05
65 640 337 0.000437956 -0.000158185 -7.95712e-05
66 650 336 0.000418095 -8.98155e-05 -0.000126254
67 660 335 0.000373377 2.08597e-06 -0.000187428
68 670 334 0.000325851 9.56268e-05 -0.000232429
69 680 333 0.000280721 0.000162831 -0.000246155
70 690 332 0.00021657 0.000187597 -0.000261756
71 700 331 0.000124709 0.000181185 -0.00033364
72 710 330 2.68489e-05 0.000170798 -0.000472077
73 720 329 -5.80082e-05 0.000173542 -0.000611429
74 730 328 -0.000135496 0.000184249 -0.000680924
75 740 327 -0.000212819 0.000191949 -0.000676383
76 750 326 -0.000284324 0.000194824 -0.000655877
77 760 325 -0.000341716 0.000189323 -0.000673938
78 770 324 -0.000386882 0.000165553 -0.000724952
79 780 323 -0.000432002 0.000119479 -0.00075097
80 790 322 -0.000485482 6.39415e-05 -0.000717077
81 800 321 -0.000533864 2.78268e-05 -0.000658164
82 810 320 -0.000559255 2.73497e-05 -0.000629279
83 820 319 -0.000565221 3.57663e-05 -0.000636718
84 830 318 -0.000565403 6.27356e-06 -0.00063934
85 840 317 -0.000567407 -7.20131e-05 -0.000601565
86 850 316 -0.000570217 -0.000156917 -0.000526617
87 860 315 -0.000565443 -0.00019958 -0.000451809
88 870 314 -0.000553842 -0.000202345 -0.000422737
89 880 313 -0.000545978 -0.000201856 -0.000456491
90 890 312 -0.000543172 -0.000212382 -0.000519997
91 900 311 -0.000531277 -0.000213767 -0.000566662
92 910 310 -0.000491984 -0.000195295 -0.000586551
93 920 309 -0.000429927 -0.000174323 -0.000608508
94 930 308 -0.000372507 -0.000166418 -0.000651359
95 940 307 -0.00034092 -0.000159126 -0.000688509
96 950 306 -0.000332297 -0.000130684 -0.000677602
97 960 305 -0.000321422 -8.96369e-05 -0.000617471
98 970 304 -0.000284929 -6.67502e-05 -0.000556125
99 980 303 -0.000223282 -7.38154e-05 -0.00053996
100 990 302 -0.000154618 -0.000102724 -0.000560846
101 1000 301 -0.000100184 -0.000143712 -0.000573023
102 1010 300 -8.04721e-05 -0.00018414 -0.00054352
103 1020 299 -9.6854e-05 -0.000206224 -0.000465168
104 1030 298 -0.000116445 -0.000198489 -0.000364438
105 1040 297 -0.000105005 -0.000169198 -0.000290965
106 1050 296 -5.86938e-05 -0.000132909 -0.000264999
107 1060 295 -2.89831e-07 -8.95789e-05 -0.000254399
108 1070 294 3.74822e-05 -3.85239e-05 -0.000212039
109 1080 293 3.97783e-05 5.2474e-06 -0.000119058
110 1090 292 2.84617e-05 2.59894e-05 -2.08831e-06
111 1100 291 4.0028e-05 2.9987e-05 9.50339e-05
112 1110 290 8.2286e-05 4.10907e-05 0.000153156
113 1120 289 0.000129174 7.09419e-05 0.000184326
114 1130 288 0.000151194 0.000103399 0.000205759
115 1140 287 0.000137609 0.000115749 0.000215367
116 1150 286 0.000113936 0.000104667 0.000196183
117 1160 285 0.000120051 8.3854e-05 0.00014373
118 1170 284 0.000166692 7.51757e-05 7.61585e-05
119 1180 283 0.000224144 9.90739e-05 2.67989e-05
120 1190 282 0.000251909 0.000156088 8.92387e-06
121 1200 281 0.000238696 0.000226252 4.40898e-06
122 1210 280 0.000205144 0.000284456 -1.32037e-05
123 1220 279 0.00018262 0.000306823 -4.37879e-05
124 1230 278 0.000194376 0.000278808 -6.86565e-05
125 1240 277 0.000245726 0.000209676 -8.68703e-05
126 1250 276 0.00031678 0.000132065 -0.000115262
127 1260 275 0.00036607 7.62137e-05 -0.000149334
128 1270 274 0.000366951 4.7756e-05 -0.000167872
129 1280 273 0.000320571 3.7483e-05 -0.00016096
130 1290 272 0.000243353 3.73616e-05 -0.000133721
131 1300 271 0.00016972 3.40565e-05 -9.90021e-05
132 1310 270 0.000137481 1.45395e-05 -6.72787e-05
133 1320 269 0.000145214 -8.19049e-06 -4.56895e-05
134 1330 268 0.000147081 -1.39e-05 -4.36599e-05
135 1340 267 0.000100401 -2.07329e-05 -5.79666e-05
136 1350 266 1.37901e-05 -7.1615e-05 -7.7852e-05
137 1360 265 -6.82792e-05 -0.000173974 -9.34463e-05
138 1370 264 -0.00013418 -0.000288586 -0.000100682
139 1380 263 -0.000205108 -0.000373198 -0.000102528
140 1390 262 -0.000276899 -0.000419938 -0.000110411
141 1400 261 -0.000324729 -0.000448707 -0.000139203
142 1410 260 -0.000340281 -0.000475376 -0.000185344
143 1420 259 -0.000337087 -0.000501878 -0.00022123
144 1430 258 -0.00033084 -0.00051928 -0.000218767
145 1440 257 -0.000320743 -0.000518013 -0.000191653
146 1450 256 -0.000296543 -0.000511673 -0.000189969
147 1460 255 -0.000258315 -0.000530796 -0.000233055
148 1470 254 -0.000223 -0.000579141 -0.000274042
149 1480 253 -0.000215006 -0.000618338 -0.000263288
150 1490 252 -0.000237983 -0.000611899 -0.000217387
151 1500 251 -0.000259329 -0.00056095 -0.000192884
152 1510 250 -0.000238779 -0.000491025 -0.000215697
153 1520 249 -0.00017476 -0.000429984 -0.000254089
154 1530 248 -0.000112841 -0.000397069 -0.000260359
155 1540 247 -9.83693e-05 -0.000396427 -0.000224477
156 1550 246 -0.000126817 -0.000412503 -0.000187522
157 1560 245 -0.000148758 -0.000413698 -0.000193259
158 1570 244 -0.000133101 -0.000372676 -0.000234542
159 1580 243 -9.24373e-05 -0.000274374 -0.000265278
160 1590 242 -4.48135e-05 -0.000114615 -0.000255814
161 1600 241 7.19383e-06 7.99412e-05 -0.000228061
162 1610 240 5.60857e-05 0.00025309 -0.000226893
163 1620 239 8.56189e-05 0.000359812 -0.000247044
164 1630 238 9.78711e-05 0.000401048 -0.000235878
165 1640 237 0.000118902 0.000405064 -0.000170438
166 1650 236 0.000176163 0.000383747 -7.97758e-05
167 1660 235 0.000262522 0.000328754 -1.21023e-07
168 1670 234 0.000338241 0.000246074 4.17712e-05
169 1680 233 0.000370805 0.000170246 2.85891e-05
170 1690 232 0.000363069 0.000139412 -2.09274e-05
171 1700 231 0.000339541 0.00015602 -4.52403e-05
172 1710 230 0.000322061 0.000182386 1.46423e-06
173 1720 229 0.000319566 0.000184621 8.86156e-05
174 1730 228 0.000327311 0.000168528 0.000135031
175 1740 227 0.000334795 0.000162893 0.000105967
176 1750 226 0.000340061 0.000175041 4.12289e-05
